identifier	publicationType	full_reference	primaryTitle	title	pages	pageStart	pageEnd	volume	edition	publisher	authorList	editorList	created	language	uri	doi	schema#localityName
WoRMS:citation:101084	Citation	"Neuhaus, B. (2014). <i>Echinoderes</i> ClarapÌ¬de, 1863. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101084"															
WoRMS:citation:101085	Citation	"Neuhaus, B. (2014). <i>Semnoderes</i> Zelinka, 1907. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101085"															
WoRMS:citation:101086	Citation	"Neuhaus, B. (2014). <i>Zelinkaderes</i> Higgins, 1990. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101086"															
WoRMS:citation:101087	Citation	"Neuhaus, B. (2014). <i>Paracentrophyes</i> Higgins, 1983. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101087"															
WoRMS:citation:101088	Citation	"Neuhaus, B. (2014). <i>Kinorhynchus</i> Sheremetevskij, 1974. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101088"															
WoRMS:citation:101089	Citation	"Neuhaus, B. (2014). <i>Pycnophyes</i> Zelinka, 1907. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101089"															
WoRMS:citation:10109	Citation	"Gofas, S. (2014). Ranellidae Gray, 1854. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=10109"															
WoRMS:citation:101090	Citation	"WoRMS (2014). <i>Nanaloricus</i> Kristensen, 1983. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101090"															
WoRMS:citation:101091	Citation	"WoRMS (2014). <i>Nectonema</i> Verrill, 1879. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101091"															
WoRMS:citation:101092	Citation	WoRMS (2014). <i>Maccabeus</i>. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101092															
WoRMS:citation:101093	Citation	"van der Land, J. (2015). <i>Halicryptus</i> von Siebold, 1849. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101093"															
WoRMS:citation:101094	Citation	"van der Land, J. (2014). <i>Priapulopsis</i> Koren & Danielssen, 1875. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101094"															
WoRMS:citation:101095	Citation	"van der Land, J. (2014). <i>Priapulus</i> Lamarck, 1816. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101095"															
WoRMS:citation:101096	Citation	"van der Land, J. (2014). <i>Tubiluchus</i> van der Land, 1968. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101096"															
WoRMS:citation:101097	Citation	"Neuhaus, B. (2014). <i>Antygomonas incomitata</i> Nebelsick, 1990. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101097"															
WoRMS:citation:101098	Citation	"Neuhaus, B. (2014). <i>Campyloderes adherens</i> Nyholm, 1947. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101098"															
WoRMS:citation:101099	Citation	"Neuhaus, B. (2014). <i>Campyloderes macquariae</i> Johnston, 1938. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101099"															
WoRMS:citation:101100	Citation	"Neuhaus, B. (2014). <i>Centroderes eisigii</i> Zelinka, 1928. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101100"															
WoRMS:citation:101101	Citation	"Neuhaus, B. (2014). <i>Centroderes spinosus</i> (Reinhard, 1881). In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101101"															
WoRMS:citation:101102	Citation	"Neuhaus, B. (2014). <i>Condyloderes multispinosus</i> (McIntyre, 1962). In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101102"															
WoRMS:citation:101103	Citation	"Neuhaus, B. (2014). <i>Echinoderes agigens</i> Bacescu, 1968. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101103"															
WoRMS:citation:101104	Citation	"Neuhaus, B. (2014). <i>Echinoderes angustus</i> Higgins & Kristensen, 1988. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101104"															
WoRMS:citation:101105	Citation	"Neuhaus, B. (2014). <i>Echinoderes aquilonius</i> Higgins & Kristensen, 1988. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101105"															
WoRMS:citation:101106	Citation	"Neuhaus, B. (2014). <i>Echinoderes arlis</i> Higgins, 1966. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101106"															
WoRMS:citation:101107	Citation	"Neuhaus, B. (2014). <i>Echinoderes cantabricus</i> Pardos, Higgins & Benito, 1998. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101107"															
WoRMS:citation:101108	Citation	"Neuhaus, B. (2014). <i>Echinoderes capitatus</i> (Zelinka, 1928). In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101108"															
WoRMS:citation:101109	Citation	"Neuhaus, B. (2014). <i>Echinoderes citrinus</i> Zelinka, 1928. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101109"															
WoRMS:citation:101110	Citation	"Neuhaus, B. (2014). <i>Echinoderes druxi</i> d'Hondt, 1973. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101110"															
WoRMS:citation:101111	Citation	"Neuhaus, B. (2014). <i>Echinoderes dujardinii</i> ClaparÌ¬de, 1863. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101111"															
WoRMS:citation:101112	Citation	"Neuhaus, B. (2014). <i>Echinoderes elongatus</i> (Nyholm, 1947). In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101112"															
WoRMS:citation:101113	Citation	"Neuhaus, B. (2014). <i>Echinoderes eximus</i> Higgins & Kristensen, 1988. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101113"															
WoRMS:citation:101114	Citation	"Neuhaus, B. (2014). <i>Echinoderes ferrugineus</i> Zelinka, 1928. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101114"															
WoRMS:citation:101115	Citation	"Neuhaus, B. (2014). <i>Echinoderes gerardi</i> Higgins, 1978. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101115"															
WoRMS:citation:101116	Citation	"Neuhaus, B. (2014). <i>Echinoderes higginsi</i> Huys & Coomans, 1989. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101116"															
WoRMS:citation:101117	Citation	"Neuhaus, B. (2014). <i>Echinoderes hispanicus</i> Pardos, Higgins & Benito, 1998. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101117"															
WoRMS:citation:101118	Citation	"Neuhaus, B. (2014). <i>Echinoderes krishnaswamyi</i> Higgins, 1985. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101118"															
WoRMS:citation:101119	Citation	"Neuhaus, B. (2014). <i>Echinoderes kristenseni</i> Higgins, 1985. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101119"															
WoRMS:citation:101120	Citation	"Neuhaus, B. (2014). <i>Echinoderes levanderi</i> Karling, 1955. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101120"															
WoRMS:citation:101121	Citation	"Neuhaus, B. (2014). <i>Echinoderes peterseni</i> Higgins & Kristensen, 1988. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101121"															
WoRMS:citation:101122	Citation	"Neuhaus, B. (2014). <i>Echinoderes riedli</i> Higgins, 1966. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101122"															
WoRMS:citation:101123	Citation	"Neuhaus, B. (2014). <i>Echinoderes setiger</i> (Greeff, 1869). In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101123"															
WoRMS:citation:101124	Citation	"Neuhaus, B. (2014). <i>Echinoderes tubilak</i> Higgins & Kristensen, 1988. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101124"															
WoRMS:citation:101125	Citation	"Neuhaus, B. (2014). <i>Echinoderes worthingii</i> Southern, 1914. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101125"															
WoRMS:citation:101126	Citation	"Neuhaus, B. (2014). <i>Semnoderes armiger</i> Zelinka, 1928. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101126"															
WoRMS:citation:101127	Citation	"Neuhaus, B. (2014). <i>Semnoderes ponticus</i> Bacescu & Bacescu, 1956. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101127"															
WoRMS:citation:101128	Citation	"Neuhaus, B. (2014). <i>Zelinkaderes submersus</i> (Gerlach, 1969). In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101128"															
WoRMS:citation:101129	Citation	"Neuhaus, B. (2014). <i>Paracentrophyes quadridentatus</i> (Zelinka, 1928). In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101129"															
WoRMS:citation:101130	Citation	"Neuhaus, B. (2014). <i>Kinorhynchus giganteus</i> (Zelinka, 1908). In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101130"															
WoRMS:citation:101131	Citation	"Neuhaus, B. (2014). <i>Kinorhynchus paraneapolitanus</i> Sheremetevskij, 1974. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101131"															
WoRMS:citation:101132	Citation	"Neuhaus, B. (2014). <i>Pycnophyes borealis</i> Higgins & Korczynski, 1989. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101132"															
WoRMS:citation:101133	Citation	"Neuhaus, B. (2014). <i>Pycnophyes calmani</i> Southern, 1914. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101133"															
WoRMS:citation:101134	Citation	"Neuhaus, B. (2014). <i>Pycnophyes canadensis</i> Higgins & Korczynski, 1989. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101134"															
WoRMS:citation:101135	Citation	"Neuhaus, B. (2014). <i>Pycnophyes carinatus</i> Zelinka, 1928. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101135"															
WoRMS:citation:101136	Citation	"Neuhaus, B. (2014). <i>Pycnophyes chukchiensis</i> Higgins, 1991. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101136"															
WoRMS:citation:101137	Citation	"Neuhaus, B. (2014). <i>Pycnophyes communis</i> Zelinka, 1908. In: Neuhaus, Birger World list of Kinorhyncha. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101137"															
